t,task_id,task_type,method,worker_id,model_id,request_id,success,failure_reason,format_ok,prompt_tokens,completion_tokens,total_tokens,latency_ms,cost_usd,cost_source,cost_exact_usd,cost_fallback_usd,decomp_used,decomp_request_id,raw_output_path,planner_raw_output_path,timestamp
226,humaneval_HumanEval/80,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773686821-MMtUtknU7LqS2tQOkjKL,1,ok,1,197,1100,1297,6488,0.0028091,usage_estimate,,0.0028091,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0226_humaneval_HumanEval_80_solver.json,,1773686836
227,gsm8k_525,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686836-7lAsKNLBfX5G23t4UbXB,1,ok,1,189,21,210,7541,1.5518999999999998e-05,usage_estimate,,1.5518999999999998e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0227_gsm8k_525_solver.json,,1773686852
228,gsm8k_293,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686853-Io5YXvfncpcRvE4KZi7E,1,ok,1,182,324,506,63527,4.5322e-05,usage_estimate,,4.5322e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0228_gsm8k_293_solver.json,,1773686925
229,gsm8k_633,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686926-X0v453x6c37k0BrXY8ce,1,ok,1,137,145,282,4017,2.4226999999999997e-05,usage_estimate,,2.4226999999999997e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0229_gsm8k_633_solver.json,,1773686938
230,gsm8k_775,gsm8k,ours,haiku45,anthropic/claude-4.5-haiku-20251001,gen-1773686938-wZlFYhI4xMu1hoNCEpex,1,ok,1,201,343,544,4495,0.001916,usage_estimate,,0.001916,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0230_gsm8k_775_solver.json,,1773686951
231,gsm8k_446,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773686952-COQHnEhWOJWbyQ1Anojh,1,ok,1,163,118,281,3524,2.3373e-05,usage_estimate,,2.3373e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0231_gsm8k_446_solver.json,,1773686964
232,humaneval_HumanEval/151,humaneval,ours,haiku45,anthropic/claude-4.5-haiku-20251001,gen-1773686964-e0Iu0QxRPwClCBaD18fF,1,ok,1,270,851,1121,8314,0.004525,usage_estimate,,0.004525,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0232_humaneval_HumanEval_151_solver.json,,1773686982
233,humaneval_HumanEval/130,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773686983-TVW0I5nY3GS0JL8taE4W,0,syntax_error,0,323,1983,2306,11790,0.0050544,usage_estimate,,0.0050544,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0233_humaneval_HumanEval_130_solver.json,,1773687004
234,gsm8k_169,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773687004-Lvew1qGz0dKfDh3NhoV2,1,ok,1,128,108,236,2051,1.9887999999999997e-05,usage_estimate,,1.9887999999999997e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0234_gsm8k_169_solver.json,,1773687015
235,gsm8k_462,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773687016-NiSelBzGBHAqivB1UiNu,1,ok,1,122,81,203,6104,1.6762e-05,usage_estimate,,1.6762e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0235_gsm8k_462_solver.json,,1773687030
236,humaneval_HumanEval/141,humaneval,ours,haiku45,anthropic/claude-4.5-haiku-20251001,gen-1773687031-OhsNZwC2exQZncRtrEEX,1,ok,1,349,726,1075,4719,0.003979,usage_estimate,,0.003979,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0236_humaneval_HumanEval_141_solver.json,,1773687044
237,humaneval_HumanEval/65,humaneval,ours,haiku45,anthropic/claude-4.5-haiku-20251001,gen-1773687045-HfjvNrajNt8tnWs1eDaS,1,ok,1,203,797,1000,6957,0.004188,usage_estimate,,0.004188,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0237_humaneval_HumanEval_65_solver.json,,1773687060
238,gsm8k_1069,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773687061-jJQZmtvqphUtYAJF67T0,1,ok,1,203,156,359,8205,3.0013e-05,usage_estimate,,3.0013e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0238_gsm8k_1069_solver.json,,1773687078
239,gsm8k_1284,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773687078-Np29euyVTMFhWWbp8G59,1,ok,1,193,361,554,11235,4.9803000000000004e-05,usage_estimate,,4.9803000000000004e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0239_gsm8k_1284_solver.json,,1773687098
240,humaneval_HumanEval/28,humaneval,ours,haiku45,anthropic/claude-4.5-haiku-20251001,gen-1773687099-eiAMbqvU9VjSAp2p0Hq1,1,ok,1,180,297,477,3802,0.001665,usage_estimate,,0.001665,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0240_humaneval_HumanEval_28_solver.json,,1773687111
241,gsm8k_251,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773687111-FRvGC0Vxvj8w7KcZjpQC,1,ok,1,138,70,208,29194,1.6797999999999997e-05,usage_estimate,,1.6797999999999997e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0241_gsm8k_251_solver.json,,1773687149
242,gsm8k_1234,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773687149-eJkWiGoPn6Yn4Veyl4me,1,ok,1,132,107,239,2182,2.0072e-05,usage_estimate,,2.0072e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0242_gsm8k_1234_solver.json,,1773687160
243,gsm8k_735,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773687161-rJ2waqBYh8fmm9W253RX,1,ok,1,156,151,307,8861,2.6176e-05,usage_estimate,,2.6176e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0243_gsm8k_735_solver.json,,1773687178
244,gsm8k_60,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773687179-bXJ1vtFWtq3SYpocgVMb,1,ok,1,139,1318,1457,356133,0.000141669,usage_estimate,,0.000141669,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0244_gsm8k_60_solver.json,,1773687544
245,gsm8k_260,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773687544-gk8vhbgYplXazAVWCvgY,1,ok,1,140,109,249,5979,2.0839999999999997e-05,usage_estimate,,2.0839999999999997e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0245_gsm8k_260_solver.json,,1773687559
246,gsm8k_1057,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773687559-VRMQUtlLhfURohPTo6HG,1,ok,1,138,95,233,3393,1.9297999999999997e-05,usage_estimate,,1.9297999999999997e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0246_gsm8k_1057_solver.json,,1773687571
247,gsm8k_277,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773687571-BIu2MrT3c4eUw2V3CFIE,1,ok,1,150,125,275,52879,2.315e-05,usage_estimate,,2.315e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0247_gsm8k_277_solver.json,,1773687633
248,humaneval_HumanEval/85,humaneval,ours,haiku45,anthropic/claude-4.5-haiku-20251001,gen-1773687634-kGVdPqbP3ySOI5pVzmG9,1,ok,1,170,602,772,8403,0.00318,usage_estimate,,0.00318,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0248_humaneval_HumanEval_85_solver.json,,1773687651
249,gsm8k_759,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773687652-Tr3sinLfxaLmnZrInH5r,1,ok,1,142,110,252,3461,2.1082e-05,usage_estimate,,2.1082e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0249_gsm8k_759_solver.json,,1773687663
250,gsm8k_889,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773687664-8EjPSxEgqkDlWUAUvEhN,1,ok,1,150,95,245,4263,2.015e-05,usage_estimate,,2.015e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0250_gsm8k_889_solver.json,,1773687676
251,humaneval_HumanEval/90,humaneval,ours,haiku45,anthropic/claude-4.5-haiku-20251001,gen-1773687677-PsC14hG8E2jiauHGVXYp,1,ok,1,240,588,828,6289,0.00318,usage_estimate,,0.00318,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0251_humaneval_HumanEval_90_solver.json,,1773687692
252,gsm8k_658,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773687693-YaXPrudd1V2x5N1EpZxt,1,ok,1,170,139,309,14271,2.5969999999999997e-05,usage_estimate,,2.5969999999999997e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0252_gsm8k_658_solver.json,,1773687716
253,gsm8k_532,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773687716-Zr1QTOfUmfzxjpsklc1Z,1,ok,1,139,276,415,5053,3.7468999999999997e-05,usage_estimate,,3.7468999999999997e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0253_gsm8k_532_solver.json,,1773687730
254,gsm8k_1064,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773687730-f8EDvt5GmpIQd4xSynDn,1,ok,1,162,172,334,3952,2.8702e-05,usage_estimate,,2.8702e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0254_gsm8k_1064_solver.json,,1773687742
255,humaneval_HumanEval/158,humaneval,ours,haiku45,anthropic/claude-4.5-haiku-20251001,gen-1773687743-xETQk1rsMayzZwsu6wh3,1,ok,1,251,765,1016,10223,0.004076,usage_estimate,,0.004076,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0255_humaneval_HumanEval_158_solver.json,,1773687762
256,gsm8k_1047,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773687762-N2vcIZknEO5ExleK8J2d,1,ok,1,176,246,422,49211,3.7096e-05,usage_estimate,,3.7096e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0256_gsm8k_1047_solver.json,,1773687821
257,gsm8k_800,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773687821-IcZ8KY7jgD8KgkMRMJSb,1,ok,1,139,112,251,7757,2.1068999999999998e-05,usage_estimate,,2.1068999999999998e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0257_gsm8k_800_solver.json,,1773687838
258,gsm8k_844,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773687838-RLH6xcsGQ0BdXX8wQAzn,1,ok,1,146,222,368,13814,3.2566e-05,usage_estimate,,3.2566e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0258_gsm8k_844_solver.json,,1773687861
259,humaneval_HumanEval/89,humaneval,ours,haiku45,anthropic/claude-4.5-haiku-20251001,gen-1773687862-GQCD41yDrilnOTz5nacb,1,ok,1,241,863,1104,9536,0.004556,usage_estimate,,0.004556,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0259_humaneval_HumanEval_89_solver.json,,1773687881
260,humaneval_HumanEval/154,humaneval,ours,haiku45,anthropic/claude-4.5-haiku-20251001,gen-1773687892-IgyoAwr9Y6IB9uGZ4TE7,1,ok,1,481,757,1238,10420,0.004053933,mixed,,0.004053933,1,gen-1773687881-PKgVlGUHgxYgpVPzXiTh,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0260_humaneval_HumanEval_154_solver.json,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0260_humaneval_HumanEval_154_planner.json,1773687910
261,humaneval_HumanEval/155,humaneval,ours,haiku45,anthropic/claude-4.5-haiku-20251001,gen-1773687910-vRV0QU80m2RNKKei92jT,1,ok,1,188,628,816,6813,0.003328,usage_estimate,,0.003328,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0261_humaneval_HumanEval_155_solver.json,,1773687926
262,gsm8k_128,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773687927-rS0o7SuA0EDqS7IEaQTI,1,ok,1,186,189,375,34268,3.2106e-05,usage_estimate,,3.2106e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0262_gsm8k_128_solver.json,,1773687970
263,humaneval_HumanEval/145,humaneval,ours,haiku45,anthropic/claude-4.5-haiku-20251001,gen-1773687984-RdZQmMFG2RUUio9cE1Iy,0,wrong_answer,1,587,928,1515,10218,0.004438081,mixed,,0.004438081,1,gen-1773687971-DrCy85tUJw4rYyHJyr8n,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0263_humaneval_HumanEval_145_solver.json,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0263_humaneval_HumanEval_145_planner.json,1773687999
264,gsm8k_661,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773688000-FTfM1x58s0XHdalPQkRp,1,ok,1,188,122,310,8240,2.5548e-05,usage_estimate,,2.5548e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0264_gsm8k_661_solver.json,,1773688016
265,humaneval_HumanEval/116,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773688017-ehZTsNgeGtJPRTbEZWsc,1,ok,1,252,1150,1402,6733,0.0029506,usage_estimate,,0.0029506,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0265_humaneval_HumanEval_116_solver.json,,1773688032
266,humaneval_HumanEval/56,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773688033-WQBLbiRH1DzyyDhT8yDj,1,ok,1,162,682,844,4713,0.0017536,usage_estimate,,0.0017536,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0266_humaneval_HumanEval_56_solver.json,,1773688046
267,humaneval_HumanEval/68,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773688047-k8LixPNNy7lZsh4vtaxk,1,ok,1,409,1104,1513,6107,0.0028826999999999998,usage_estimate,,0.0028826999999999998,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0267_humaneval_HumanEval_68_solver.json,,1773688062
268,humaneval_HumanEval/91,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773688063-a2i0D36fhp9DYynU9yha,1,ok,1,187,1204,1391,8079,0.0030661,usage_estimate,,0.0030661,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0268_humaneval_HumanEval_91_solver.json,,1773688080
269,gsm8k_728,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773688080-McehfWiUXZ710YnCGjVd,1,ok,1,154,122,276,14161,2.3134e-05,usage_estimate,,2.3134e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0269_gsm8k_728_solver.json,,1773688103
270,humaneval_HumanEval/126,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773688104-3Ax1Oru8bepGchZB4qNC,1,ok,1,330,1133,1463,6736,0.0029315,usage_estimate,,0.0029315,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0270_humaneval_HumanEval_126_solver.json,,1773688120
271,humaneval_HumanEval/36,humaneval,ours,haiku45,anthropic/claude-4.5-haiku-20251001,gen-1773688120-ioiMRCLrBAg8jPrkQDx8,1,ok,1,198,678,876,5742,0.0035879999999999996,usage_estimate,,0.0035879999999999996,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0271_humaneval_HumanEval_36_solver.json,,1773688135
272,humaneval_HumanEval/106,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773688135-YoazcQiHJHIPTQu37ph1,1,ok,1,202,955,1157,4868,0.0024481,usage_estimate,,0.0024481,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0272_humaneval_HumanEval_106_solver.json,,1773688149
273,gsm8k_236,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773688149-iTE3JXuYOXtGKOFUQcPH,1,ok,1,156,230,386,4148,3.4076000000000004e-05,usage_estimate,,3.4076000000000004e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0273_gsm8k_236_solver.json,,1773688162
274,gsm8k_271,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773688163-Gpodd315SyEwJdAHxXmb,1,ok,1,144,118,262,8069,2.2023999999999998e-05,usage_estimate,,2.2023999999999998e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0274_gsm8k_271_solver.json,,1773688179
275,gsm8k_1104,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773688179-z9jdfQ41L6zTZjp7Ud3c,0,wrong_answer,1,129,87,216,35758,1.7859e-05,usage_estimate,,1.7859e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0275_gsm8k_1104_solver.json,,1773688224
276,humaneval_HumanEval/74,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773688224-KeOQWVmxRkhNRmgCpXhJ,1,ok,1,278,1010,1288,6050,0.0026084000000000003,usage_estimate,,0.0026084000000000003,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0276_humaneval_HumanEval_74_solver.json,,1773688239
277,humaneval_HumanEval/95,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773688240-nS9xAOdReBqM7C42Pp8w,1,ok,1,265,1001,1266,5966,0.002582,usage_estimate,,0.002582,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0277_humaneval_HumanEval_95_solver.json,,1773688256
278,humaneval_HumanEval/51,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773688256-6XXncBgURpXbd1TSsAOV,1,ok,1,207,319,526,2164,0.0008596000000000001,usage_estimate,,0.0008596000000000001,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0278_humaneval_HumanEval_51_solver.json,,1773688269
279,gsm8k_200,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773688270-dYGxDtw3dpEpBlHXphzU,1,ok,1,148,80,228,2913,1.8508e-05,usage_estimate,,1.8508e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0279_gsm8k_200_solver.json,,1773688282
280,gsm8k_110,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773688282-UeYzxpFxP8KGj0wqrFyl,1,ok,1,184,154,338,2523,2.8464e-05,usage_estimate,,2.8464e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0280_gsm8k_110_solver.json,,1773688293
281,humaneval_HumanEval/124,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773688294-rdJa5wNe0vIGnTbEKwEg,1,ok,1,369,1463,1832,8003,0.0037682,usage_estimate,,0.0037682,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0281_humaneval_HumanEval_124_solver.json,,1773688311
282,gsm8k_798,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773688311-cxdm5U6FPpUtffn67ExF,1,ok,1,213,270,483,5459,4.2123e-05,usage_estimate,,4.2123e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0282_gsm8k_798_solver.json,,1773688325
283,humaneval_HumanEval/49,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773688326-Kqg8tMr7bfVGqz3MxUTc,1,ok,1,188,833,1021,4570,0.0021389,usage_estimate,,0.0021389,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0283_humaneval_HumanEval_49_solver.json,,1773688339
284,gsm8k_264,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773688339-P79ieZzJ3EO6kcmIcL6q,1,ok,1,134,120,254,5574,2.1513999999999998e-05,usage_estimate,,2.1513999999999998e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0284_gsm8k_264_solver.json,,1773688354
285,gsm8k_1028,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773688354-9GZcOMmh1fHXRazSRD2g,1,ok,1,161,148,309,2331,2.6231e-05,usage_estimate,,2.6231e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0285_gsm8k_1028_solver.json,,1773688365
286,gsm8k_479,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773688365-fc1va3qpI5OVUcDQpBzc,1,ok,1,167,176,343,3813,2.9457e-05,usage_estimate,,2.9457e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0286_gsm8k_479_solver.json,,1773688377
287,gsm8k_899,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773688378-w7Rv40NujmY3osF2WQUA,0,parse_failure,0,152,3072,3224,426993,0.000317992,usage_estimate,,0.000317992,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0287_gsm8k_899_solver.json,,1773688813
288,gsm8k_204,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773688814-SInGrIShNfwNgT7clL5x,1,ok,1,157,134,291,8880,2.4547e-05,usage_estimate,,2.4547e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0288_gsm8k_204_solver.json,,1773688832
289,humaneval_HumanEval/105,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773688833-kXKIrvgyJyH5us77aqQC,1,ok,1,368,1225,1593,5757,0.0031729,usage_estimate,,0.0031729,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0289_humaneval_HumanEval_105_solver.json,,1773688847
290,gsm8k_20,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773688848-8KuOMh5HMU70Kba32hQa,1,ok,1,160,281,441,14960,3.9460000000000005e-05,usage_estimate,,3.9460000000000005e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0290_gsm8k_20_solver.json,,1773688871
291,gsm8k_215,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773688872-zH8nfSkV6ZDqbfRLrKDG,1,ok,1,157,85,242,7415,1.9647e-05,usage_estimate,,1.9647e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0291_gsm8k_215_solver.json,,1773688887
292,gsm8k_894,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773688888-uAMtxM9vuLyIWPNrM1fm,1,ok,1,178,1151,1329,60202,0.000127738,usage_estimate,,0.000127738,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0292_gsm8k_894_solver.json,,1773688957
293,gsm8k_422,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773688958-wCerb9EGuSY9Ff2OtIfT,1,ok,1,173,167,340,3289,2.8982999999999997e-05,usage_estimate,,2.8982999999999997e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0293_gsm8k_422_solver.json,,1773688972
294,humaneval_HumanEval/82,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773688972-qU9EV0Yl10puYTmu1T1n,1,ok,1,156,961,1117,6499,0.0024493,usage_estimate,,0.0024493,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0294_humaneval_HumanEval_82_solver.json,,1773688987
295,gsm8k_1265,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773688987-mEKyeGI5uAOgNEXRlwop,1,ok,1,200,167,367,8448,3.09e-05,usage_estimate,,3.09e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0295_gsm8k_1265_solver.json,,1773689007
296,humaneval_HumanEval/100,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773689007-SxmbWKwOIK5NIlzoAUJG,1,ok,1,214,1004,1218,5137,0.0025741999999999996,usage_estimate,,0.0025741999999999996,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0296_humaneval_HumanEval_100_solver.json,,1773689024
297,gsm8k_615,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773689024-6q6SCcMyoxNxapP9mNc4,0,wrong_answer,1,187,194,381,13057,3.2677e-05,usage_estimate,,3.2677e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0297_gsm8k_615_solver.json,,1773689046
298,humaneval_HumanEval/38,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773689067-cekRGvsm3LehRICJILKM,1,ok,1,681,1463,2144,18185,0.003380208,mixed,,0.003380208,1,gen-1773689046-Ybl2WwcBuytUlNWQ6JDI,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0298_humaneval_HumanEval_38_solver.json,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0298_humaneval_HumanEval_38_planner.json,1773689083
299,humaneval_HumanEval/153,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773689083-AVavQOkWj50btyZSvRsn,1,ok,1,359,1177,1536,4913,0.0030502000000000003,usage_estimate,,0.0030502000000000003,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0299_humaneval_HumanEval_153_solver.json,,1773689097
300,gsm8k_302,gsm8k,ours,qwen3_235b,qwen/qwen3-235b-a22b-07-25,gen-1773689098-slHSzknqmANiNyPKNkPR,1,ok,1,136,90,226,3991,1.8656e-05,usage_estimate,,1.8656e-05,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0300_gsm8k_302_solver.json,,1773689110
301,humaneval_HumanEval/96,humaneval,ours,gemini25flash,google/gemini-2.5-flash,gen-1773689111-r23oQmGAqltvq0ilHsSB,1,ok,1,249,1127,1376,6052,0.0028921999999999997,usage_estimate,,0.0028921999999999997,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/ours/0301_humaneval_HumanEval_96_solver.json,,1773689126
